"51042","E","OT","0.08",""
"51042","E","REG","72.07",""
"51042","E","HOL","8.00",""
"51043","E","OT","1.13",""
"51043","E","REG","71.99",""
"51043","E","HOL","8.00",""
"51044","E","OT","18.93",""
"51044","E","REG","90.93",""
"51044","E","HOL","8.00",""
"51046","E","OT","11.29",""
"51046","E","REG","79.40",""
"51046","E","HOL","8.00",""
"51050","E","REG","71.28",""
"51050","E","HOL","8.00",""
"51054","E","OT","15.08",""
"51054","E","REG","87.08",""
"51054","E","HOL","8.00",""
"51055","E","OT","0.79",""
"51055","E","REG","62.35",""
"51055","E","HOL","8.00",""
"51058","E","OT","0.50",""
"51058","E","REG","71.50",""
"51058","E","HOL","8.00",""
"51059","E","REG","56.91",""
"51059","E","HOL","8.00",""
"51063","E","REG","67.09",""
"51063","E","HOL","8.00",""
"51064","E","OT","3.82",""
"51064","E","REG","75.82",""
"51064","E","HOL","8.00",""
"51065","E","OT","4.38",""
"51065","E","REG","76.38",""
"51065","E","HOL","8.00",""
"51066","E","OT","10.00",""
"51066","E","REG","82.00",""
"51066","E","HOL","8.00",""
"51067","E","OT","2.50",""
"51067","E","REG","74.50",""
"51067","E","HOL","8.00",""
"51069","E","OT","2.34",""
"51069","E","REG","74.28",""
"51069","E","HOL","8.00",""
"51070","E","OT","7.46",""
"51070","E","REG","78.49",""
"51070","E","HOL","8.00",""
"51072","E","REG","66.94",""
"51072","E","HOL","8.00",""
"51074","E","OT","10.16",""
"51074","E","REG","74.00",""
"51074","E","HOL","8.00",""
"51074","E","VAC","4.00",""
"51075","E","OT","16.36",""
"51075","E","REG","80.36",""
"51075","E","HOL","8.00",""
"51075","E","VAC","8.00",""
"51076","E","OT","21.84",""
"51076","E","REG","93.84",""
"51076","E","HOL","8.00",""
"51077","E","OT","27.32",""
"51077","E","REG","99.32",""
"51077","E","HOL","8.00",""
"51078","E","OT","11.50",""
"51078","E","REG","19.98",""
"51078","E","REG","63.52",""
"51078","E","HOL","8.00",""
"51082","E","REG","55.69",""
"51082","E","HOL","8.00",""
"51084","E","OT","12.12",""
"51084","E","REG","84.12",""
